State,Selected meteorological station,Height above mean sea level in metres,Year,Minimum Mean temperature in Celcius,Maximum Mean temperature in Celcius,Total_Rainfall_mm,Number of Days of Rainfall,Mean relative humidity in Percentage,Average_Annual_Rainfall_per_sqkm
Johor,Senai,(37.8m),2000,22.9,32.3,2388.3,205.0,86.1,0.4260303413400759
Johor,Kluang,(88.1m),2000,23.1,32.0,2198.3,200.0,86.6,0.4260303413400759
Johor,Senai,(37.8m),2001,22.9,32.1,2531.9,215.0,86.2,0.4260303413400759
Johor,Kluang,(88.1m),2001,23.3,32.0,1809.9,191.0,86.3,0.4260303413400759
Johor,Senai,(37.8m),2002,22.8,31.7,2616.2,186.0,84.7,0.4260303413400759
Johor,Kluang,(88.1m),2002,23.4,32.7,1860.0,175.0,85.1,0.4260303413400759
Johor,Senai,(37.8m),2003,22.8,31.7,2340.5,202.0,85.3,0.4260303413400759
Johor,Kluang,(88.1m),2003,23.4,32.3,2065.7,192.0,86.3,0.4260303413400759
Johor,Senai,(37.8m),2004,22.9,32.0,2758.5,183.0,84.6,0.4260303413400759
Johor,Kluang,(88.1m),2004,23.4,32.4,2233.9,171.0,85.2,0.4260303413400759
Johor,Senai,(37.8m),2005,23.2,31.7,2450.0,194.0,82.9,0.4260303413400759
Johor,Kluang,(88.1m),2005,23.5,32.8,2017.6,164.0,82.3,0.4260303413400759
Johor,Senai,(37.8m),2006,23.1,31.5,3075.9,195.0,84.2,0.4260303413400759
Johor,Kluang,(88.1m),2006,23.4,32.7,2861.5,202.0,81.8,0.4260303413400759
Johor,Senai,(37.8m),2007,23.0,31.1,3402.2,210.0,86.8,0.4260303413400759
Johor,Kluang,(88.1m),2007,23.4,32.5,2698.8,187.0,82.1,0.4260303413400759
Johor,Senai,(37.8m),2008,22.9,30.9,3146.0,207.0,87.0,0.4260303413400759
Johor,Kluang,(88.1m),2008,23.1,32.3,2782.4,198.0,83.2,0.4260303413400759
Johor,Senai,(37.8m),2009,23.2,31.6,1919.9,173.0,85.7,0.4260303413400759
Johor,Kluang,(88.1m),2009,23.2,31.8,1907.9,161.0,85.2,0.4260303413400759
Johor,Senai,(37.8m),2010,23.5,32.0,2576.2,207.0,84.4,0.4260303413400759
Johor,Kluang,(88.1m),2010,23.4,32.0,1852.7,198.0,85.4,0.4260303413400759
Johor,Senai,(37.8m),2011,23.5,31.7,2702.6,202.0,85.2,0.4260303413400759
Johor,Kluang,(88.1m),2011,23.1,31.2,3027.6,198.0,87.1,0.4260303413400759
Johor,Senai,(37.8m),2012,23.4,31.8,2810.0,197.0,86.5,0.4260303413400759
Johor,Kluang,(88.1m),2012,23.5,32.1,1890.0,183.0,85.9,0.4260303413400759
Johor,Senai,(37.8m),2013,23.9,32.2,2880.9,210.0,85.3,0.4260303413400759
Johor,Kluang,(88.1m),2013,23.9,32.2,1996.4,175.0,84.3,0.4260303413400759
Johor,Senai,(37.8m),2014,23.5,32.2,2616.8,183.0,83.8,0.4260303413400759
Johor,Kluang,(88.1m),2014,23.6,32.3,2245.8,160.0,83.1,0.4260303413400759
Johor,,,2014,,,1922.44,,,0.4260303413400759
Johor,Senai,(37.8m),2015,23.7,32.4,2474.2,178.0,85.1,0.4260303413400759
Johor,Kluang,(88.1m),2015,24.0,32.7,1928.8,155.0,83.3,0.4260303413400759
Johor,Batu Pahat,(6.3 m),2015,24.1,32.4,1865.4,159.0,83.2,0.4260303413400759
Johor,Mersing,(43.6 m),2015,24.3,32.2,2047.4,141.0,84.2,0.4260303413400759
Johor,,,2015,,,2357.03,,,0.4260303413400759
Johor,Senai,(37.8m),2016,24.4,32.9,1926.6,194.0,85.6,0.4260303413400759
Johor,Kluang,(88.1m),2016,24.3,32.7,1633.8,173.0,83.4,0.4260303413400759
Johor,Batu Pahat,(6.3 m),2016,24.6,32.7,1848.6,179.0,84.6,0.4260303413400759
Johor,Mersing,(43.6 m),2016,24.8,33.1,1589.0,148.0,82.6,0.4260303413400759
Johor,,,2016,,,2325.11,,,0.4260303413400759
Johor,Senai,(37.8m),2017,24.0,32.1,2926.7,221.0,86.8,0.4260303413400759
Johor,Kluang,(88.1m),2017,23.8,31.8,2277.6,198.0,85.3,0.4260303413400759
Johor,Batu Pahat,(6.3 m),2017,24.4,31.9,2118.2,204.0,84.9,0.4260303413400759
Johor,Mersing,(43.6 m),2017,23.9,32.1,2190.0,168.0,86.4,0.4260303413400759
Johor,,,2017,,,3140.19,,,0.4260303413400759
Johor,Senai,(37.8m),2018,23.7,32.1,2034.2,192.0,86.8,0.4260303413400759
Johor,Kluang,(88.1m),2018,23.9,31.9,2090.5,178.0,82.1,0.4260303413400759
Johor,Batu Pahat,(6.3 m),2018,24.0,31.9,2253.2,186.0,84.0,0.4260303413400759
Johor,Mersing,(43.6 m),2018,23.7,31.6,2688.2,176.0,84.4,0.4260303413400759
Johor,,,2018,,,2219.03,,,0.4260303413400759
Johor,Senai,(37.8m),2019,24.0,32.7,2333.0,161.0,84.9,0.4260303413400759
Johor,Kluang,(88.1m),2019,23.9,32.3,2130.2,167.0,79.9,0.4260303413400759
Johor,Batu Pahat,(6.3 m),2019,24.1,32.5,1980.1,144.0,80.2,0.4260303413400759
Johor,Mersing,(43.6 m),2019,24.1,32.5,2254.8,160.0,,0.4260303413400759
Johor,,,2019,,,2195.37,,,0.4260303413400759
Johor,Senai,(37.8m),2020,24.2,32.4,2778.0,208.0,84.0,0.4260303413400759
Johor,Kluang,(88.1m),2020,24.1,31.9,2574.8,196.0,82.8,0.4260303413400759
Johor,Batu Pahat,(6.3 m),2020,24.4,32.4,2089.6,197.0,82.3,0.4260303413400759
Johor,Mersing,(43.6 m),2020,24.2,31.6,2392.8,177.0,78.3,0.4260303413400759
Johor,,,2020,,,2425.47,,,0.4260303413400759
Johor,Senai,(37.8m),2021,23.9,32.1,2872.6,202.0,83.7,0.4260303413400759
Johor,Kluang,(88.1m),2021,23.8,31.7,2682.1,185.0,82.6,0.4260303413400759
Johor,Batu Pahat,(6.3 m),2021,24.2,32.1,2668.4,193.0,82.5,0.4260303413400759
Johor,Mersing,(43.6 m),2021,23.9,31.4,2317.7,172.0,84.2,0.4260303413400759
Kedah,Alor Setar,(3.9m),2000,23.6,32.5,2009.0,185.0,83.7,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2000,25.0,32.0,2299.2,173.0,79.5,0.4874751879699248
Kedah,Alor Setar,(3.9m),2001,23.8,32.7,1673.4,180.0,80.3,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2001,25.0,32.3,2432.5,179.0,79.6,0.4874751879699248
Kedah,Alor Setar,(3.9m),2002,23.8,33.1,2193.6,162.0,78.7,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2002,25.2,32.9,2135.6,168.0,77.0,0.4874751879699248
Kedah,Alor Setar,(3.9m),2003,24.0,32.7,2241.8,162.0,80.1,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2003,25.1,32.4,3166.7,149.0,78.1,0.4874751879699248
Kedah,Alor Setar,(3.9m),2004,24.3,33.1,2418.0,151.0,79.0,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2004,25.1,32.6,1822.7,164.0,78.1,0.4874751879699248
Kedah,Alor Setar,(3.9m),2005,24.4,33.1,2333.8806250000002,-,77.8,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2005,25.1,31.9,2697.6,174.0,76.2,0.4874751879699248
Kedah,Alor Setar,(3.9m),2006,24.2,32.8,2028.4,169.0,78.1,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2006,25.0,31.8,2960.6,183.0,74.6,0.4874751879699248
Kedah,Alor Setar,(3.9m),2007,24.2,32.4,2146.8,181.0,79.1,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2007,24.9,31.4,2643.8,172.0,76.9,0.4874751879699248
Kedah,Alor Setar,(3.9m),2008,24.1,32.5,2274.0,178.0,80.5,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2008,24.8,31.3,2343.3,176.0,79.2,0.4874751879699248
Kedah,Alor Setar,(3.9m),2009,24.3,32.8,2573.6,173.0,81.5,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2009,25.0,31.8,2716.0,167.0,78.4,0.4874751879699248
Kedah,Alor Setar,(3.9m),2010,24.6,33.5,2333.8806250000002,-,80.0,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2010,25.4,32.2,2398.2,180.0,78.8,0.4874751879699248
Kedah,Alor Setar,(3.9m),2011,24.3,32.5,1968.2,165.0,81.4,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2011,25.1,31.8,2577.0,176.0,80.0,0.4874751879699248
Kedah,Alor Setar,(3.9m),2012,24.3,32.4,2850.0,188.0,83.5,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2012,25.0,31.7,2310.4,201.0,80.8,0.4874751879699248
Kedah,Alor Setar,(3.9m),2013,24.4,32.5,1815.5,161.0,82.8,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2013,25.4,31.9,2630.2,170.0,78.8,0.4874751879699248
Kedah,Alor Setar,(3.9m),2014,24.1,32.9,2102.6,167.0,80.9,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2014,25.2,32.1,2173.4,182.0,78.6,0.4874751879699248
Kedah,,,2014,,,2543.17,,,0.4874751879699248
Kedah,Alor Setar,(3.9m),2015,24.3,33.2,2153.4,176.0,79.8,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2015,25.3,32.2,2464.8,172.0,78.1,0.4874751879699248
Kedah,,,2015,,,2356.22,,,0.4874751879699248
Kedah,Alor Setar,(3.9m),2016,24.8,33.3,1904.4,149.0,81.1,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2016,25.8,32.5,1832.2,150.0,77.4,0.4874751879699248
Kedah,,,2016,,,2132.4,,,0.4874751879699248
Kedah,Alor Setar,(3.9m),2017,24.2,32.2,2763.2,188.0,84.0,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2017,25.0,31.4,2884.8,190.0,81.6,0.4874751879699248
Kedah,,,2017,,,2128.5,,,0.4874751879699248
Kedah,Alor Setar,(3.9m),2018,24.4,32.9,2080.8,176.0,83.4,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2018,25.3,32.0,2323.6,168.0,77.4,0.4874751879699248
Kedah,,,2018,,,2267.41,,,0.4874751879699248
Kedah,Alor Setar,(3.9m),2019,24.5,33.3,2181.6,160.0,82.4,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2019,25.8,32.5,2412.3,155.0,78.7,0.4874751879699248
Kedah,,,2019,,,2528.1,,,0.4874751879699248
Kedah,Alor Setar,(3.9m),2020,24.3,33.0,2408.4,195.0,83.6,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2020,25.7,32.5,2731.6,189.0,80.9,0.4874751879699248
Kedah,,,2020,,,2055.27,,,0.4874751879699248
Kedah,Alor Setar,(3.9m),2021,24.0,32.5,2272.0,168.0,82.2,0.4874751879699248
Kedah,Pulau Langkawi,(6.4m),2021,25.4,32.0,2333.8806250000002,178.0,85.4,0.4874751879699248
Kelantan,Kota Bharu,(4.4m),2000,24.1,31.6,3659.5,161.0,81.9,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2000,22.6,32.3,2364.9,193.0,86.1,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2001,24.1,31.5,2556.7,166.0,82.9,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2001,22.9,32.6,2563.0,190.0,85.2,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2002,24.3,31.8,2230.9,149.0,81.5,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2002,22.9,32.9,1542.8,176.0,84.4,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2003,24.3,31.5,2341.1,184.0,81.8,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2003,23.1,32.2,2728.6,195.0,85.7,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2004,24.4,31.7,1928.6,150.0,81.0,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2004,22.9,32.5,2752.1,174.0,84.9,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2005,24.0,31.1,2612.4,171.0,79.5,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2005,22.9,32.5,2717.6,178.0,85.4,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2006,24.0,31.1,2288.8,169.0,79.9,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2006,22.9,32.1,2497.6,186.0,85.0,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2007,24.1,31.0,2066.8,177.0,79.4,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2007,22.8,32.0,3044.6,199.0,85.0,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2008,24.0,30.9,3566.2,172.0,79.5,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2008,22.7,31.6,3132.3,205.0,86.0,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2009,23.9,31.0,3034.6,176.0,80.7,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2009,22.8,32.0,3306.5,182.0,86.9,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2010,24.2,31.2,2854.4,181.0,79.9,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2010,23.0,32.8,2356.6,166.0,85.4,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2011,24.0,30.8,3459.8,180.0,80.6,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2011,22.7,31.5,3266.2,210.0,85.8,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2012,24.1,31.0,3139.0,171.0,82.0,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2012,23.3,32.5,2454.8,193.0,84.5,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2013,24.2,31.0,2234.8,159.0,82.1,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2013,23.3,32.4,3134.0,186.0,85.3,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2014,23.9,31.2,2998.9,138.0,81.5,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2014,22.2,32.4,3117.8,157.0,85.4,0.3992724210685665
Kelantan,,,2014,,,2805.04,,,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2015,24.4,31.6,2065.3,154.0,80.3,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2015,23.1,33.0,2212.1,160.0,84.3,0.3992724210685665
Kelantan,Gong Kedak,(6.0 m),2015,-,-,2705.91679245283,-,-,0.3992724210685665
Kelantan,,,2015,,,2281.2,,,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2016,24.8,31.9,2652.8,151.0,78.7,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2016,23.6,33.5,2288.4,170.0,85.2,0.3992724210685665
Kelantan,Gong Kedak,(6.0 m),2016,-,-,2705.91679245283,-,-,0.3992724210685665
Kelantan,,,2016,,,2758.68,,,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2017,24.3,30.9,3380.0,173.0,82.4,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2017,23.7,32.5,3457.4,207.0,89.0,0.3992724210685665
Kelantan,Gong Kedak,(6.0 m),2017,-,-,2705.91679245283,-,-,0.3992724210685665
Kelantan,,,2017,,,2878.05,,,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2018,24.4,31.2,2887.0,157.0,82.1,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2018,23.4,33.0,2297.2,171.0,85.7,0.3992724210685665
Kelantan,Gong Kedak,(6.0 m),2018,-,-,2705.91679245283,-,-,0.3992724210685665
Kelantan,,,2018,,,3090.06,,,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2019,24.5,31.9,1803.2,149.0,79.7,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2019,23.2,33.0,2313.6,180.0,,0.3992724210685665
Kelantan,Gong Kedak,(6.0 m),2019,24.2,32.0,1157.4,164.0,80.4,0.3992724210685665
Kelantan,,,2019,,,2959.49,,,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2020,24.6,31.6,2984.8,165.0,81.1,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2020,23.5,32.9,2776.4,190.0,83.4,0.3992724210685665
Kelantan,Gong Kedak,(6.0 m),2020,24.2,31.5,3808.0,175.0,82.4,0.3992724210685665
Kelantan,,,2020,,,3012.17,,,0.3992724210685665
Kelantan,Kota Bharu,(4.4m),2021,24.3,31.2,2527.6,168.0,81.7,0.3992724210685665
Kelantan,Kuala Krai,(34.9 m),2021,23.1,32.4,2705.91679245283,Def.,85.4,0.3992724210685665
Kelantan,Gong Kedak,(6.0 m),2021,23.9,31.3,3065.8,203.0,82.3,0.3992724210685665
Melaka,Melaka,(8.5m),2000,23.9,32.0,2156.7,170.0,82.4,1.2265453296703297
Melaka,Melaka,(8.5m),2001,23.9,31.9,2220.1,190.0,82.4,1.2265453296703297
Melaka,Melaka,(8.5m),2002,24.1,32.8,2082.3,158.0,80.1,1.2265453296703297
Melaka,Melaka,(8.5m),2003,24.1,32.2,1824.2,176.0,81.4,1.2265453296703297
Melaka,Melaka,(8.5m),2004,24.2,32.5,1615.5,149.0,80.5,1.2265453296703297
Melaka,Melaka,(8.5m),2005,24.4,32.5,1875.5,162.0,77.6,1.2265453296703297
Melaka,Melaka,(8.5m),2006,24.1,32.1,2178.1,177.0,79.7,1.2265453296703297
Melaka,Melaka,(8.5m),2007,24.1,31.9,2078.6,200.0,79.3,1.2265453296703297
Melaka,Melaka,(8.5m),2008,24.2,31.8,2194.4,164.0,78.7,1.2265453296703297
Melaka,Melaka,(8.5m),2009,24.3,31.8,1878.0,163.0,78.9,1.2265453296703297
Melaka,Melaka,(8.5m),2010,24.4,32.1,1992.8,177.0,79.7,1.2265453296703297
Melaka,Melaka,(8.5m),2011,24.1,31.6,1845.2,170.0,82.0,1.2265453296703297
Melaka,Melaka,(8.5m),2012,24.1,31.7,1883.2,177.0,82.8,1.2265453296703297
Melaka,Melaka,(8.5m),2013,24.3,32.0,1389.8,162.0,81.2,1.2265453296703297
Melaka,Melaka,(8.5m),2014,24.2,32.2,1840.0,148.0,80.2,1.2265453296703297
Melaka,,,2014,,,1578.77,,,1.2265453296703297
Melaka,Melaka,(8.5m),2015,24.5,32.4,2324.3,150.0,81.4,1.2265453296703297
Melaka,,,2015,,,2069.96,,,1.2265453296703297
Melaka,Melaka,(8.5m),2016,25.0,32.7,2207.2,171.0,79.4,1.2265453296703297
Melaka,,,2016,,,1998.18,,,1.2265453296703297
Melaka,Melaka,(8.5m),2017,21.6,31.7,2336.9,203.0,81.4,1.2265453296703297
Melaka,,,2017,,,3167.82,,,1.2265453296703297
Melaka,Melaka,(8.5m),2018,24.2,31.8,2249.4,186.0,80.7,1.2265453296703297
Melaka,,,2018,,,1778.72,,,1.2265453296703297
Melaka,Melaka,(8.5m),2019,24.5,32.5,1616.8,129.0,76.6,1.2265453296703297
Melaka,,,2019,,,2032.55,,,1.2265453296703297
Melaka,Melaka,(8.5m),2020,24.0,32.3,1712.2,160.0,79.3,1.2265453296703297
Melaka,,,2020,,,1813.53,,,1.2265453296703297
Melaka,Melaka,(8.5m),2021,24.1,31.7,2506.0,175.0,80.5,1.2265453296703297
NSembilan,,,2014,,,1571.15,,,
NSembilan,,,2015,,,1872.54,,,
NSembilan,,,2016,,,1694.14,,,
NSembilan,,,2017,,,2428.9,,,
NSembilan,,,2018,,,1720.0,,,
NSembilan,,,2019,,,1860.68,,,
NSembilan,,,2020,,,2059.51,,,
Pahang,Kuantan,(15.2m),2000,23.4,31.9,2867.4,197.0,85.2,0.2845255555248083
Pahang,Cameron Highlands,"(1,545.0m)",2000,15.3,22.7,3172.0,241.0,90.9,0.2845255555248083
Pahang,Kuantan,(15.2m),2001,23.5,31.9,3739.4,208.0,84.4,0.2845255555248083
Pahang,Cameron Highlands,"(1,545.0m)",2001,15.5,23.0,2631.7,234.0,92.0,0.2845255555248083
Pahang,Kuantan,(15.2m),2002,23.7,32.4,2536.8,173.0,81.4,0.2845255555248083
Pahang,Cameron Highlands,"(1,545.0m)",2002,15.3,23.3,2816.6,203.0,89.7,0.2845255555248083
Pahang,Kuantan,(15.2m),2003,23.8,31.9,3799.6,211.0,83.7,0.2845255555248083
Pahang,Cameron Highlands,"(1,545.0m)",2003,15.3,22.6,2975.8,239.0,92.1,0.2845255555248083
Pahang,Kuantan,(15.2m),2004,23.1,31.9,3315.0,178.0,85.1,0.2845255555248083
Pahang,Cameron Highlands,"(1,545.0m)",2004,15.3,23.0,2411.6,216.0,90.9,0.2845255555248083
Pahang,Kuantan,(15.2m),2005,23.4,32.0,2713.0,175.0,84.0,0.2845255555248083
Pahang,Cameron Highlands,"(1,545.0m)",2005,15.4,22.9,2883.4,215.0,88.7,0.2845255555248083
Pahang,Kuantan,(15.2m),2006,23.7,31.9,2977.8,181.0,84.9,0.2845255555248083
